,total_area,url,beds,baths,garage,location,date,Price_,A,B,C,D,E,F,G
612,300 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-300-sqft-apartment-for-rent-577499,1,1,1,E-11 Islamabad,March 7 2022,10500,E-11 ,300 Sqft Apartment , Rent,300,Sqft Apartment ,Sqft,Apartment 
613,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-10-666-sqyd-house-for-rent-576449,5,5,2,F-10 Islamabad,March 7 2022,350000,F-10 ,666 Sqyd House , Rent,666,Sqyd House ,Sqyd,House 
614,3 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-3-marla-house-for-rent-518974,4,4,0,D-12/4 Islamabad,March 7 2022,85000,D-12/4 ,3 Marla House , Rent,3,Marla House ,Marla,House 
615,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-7-marla-lower-portion-for-rent-519392,2,2,1,G-14/4 Islamabad,March 7 2022,60000,G-14/4 ,7 Marla Lower Portion , Rent,7,Marla Lower Portion ,Marla,Lower Portion 
616,666 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-g-14-4-666-sqyd-house-for-rent-519394,8,9,3,G-14/4 Islamabad,March 7 2022,200000,G-14/4 ,666 Sq. Yd. House , Rent,666,Sq. Yd. House ,Sq.,Yd. House 
617,666 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-666-sqyd-upper-portion-for-rent-519410,3,3,1,G-14/4 Islamabad,March 7 2022,95000,G-14/4 ,666 Sq. Yd. Upper Portion , Rent,666,Sq. Yd. Upper Portion ,Sq.,Yd. Upper Portion 
618,666 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-666-sqyd-upper-portion-for-rent-519401,3,3,1,G-14/4 Islamabad,March 7 2022,90000,G-14/4 ,666 Sq. Yd. Upper Portion , Rent,666,Sq. Yd. Upper Portion ,Sq.,Yd. Upper Portion 
619,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-14-4-10-marla-house-for-rent-519399,5,6,1,G-14/4 Islamabad,March 7 2022,125000,G-14/4 ,10 Marla House , Rent,10,Marla House ,Marla,House 
620,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-14-4-14-marla-house-for-rent-519396,6,7,2,G-14/4 Islamabad,March 7 2022,140000,G-14/4 ,14 Marla House , Rent,14,Marla House ,Marla,House 
621,6 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-8-2-6-marla-lower-portion-for-rent-519435,2,2,1,G-8/2 Islamabad,March 7 2022,60000,G-8/2 ,6 Marla Lower Portion , Rent,6,Marla Lower Portion ,Marla,Lower Portion 
622,6 Marla House for Rent,https://www.graana.com/property/islamabad-g-8-2-6-marla-house-for-rent-519430,4,4,1,G-8/2 Islamabad,March 7 2022,120000,G-8/2 ,6 Marla House , Rent,6,Marla House ,Marla,House 
623,6 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-8-1-6-marla-upper-portion-for-rent-519428,2,2,1,G-8/1 Islamabad,March 7 2022,60000,G-8/1 ,6 Marla Upper Portion , Rent,6,Marla Upper Portion ,Marla,Upper Portion 
624,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-14-marla-lower-portion-for-rent-519413,3,3,1,G-14/4 Islamabad,March 7 2022,85000,G-14/4 ,14 Marla Lower Portion , Rent,14,Marla Lower Portion ,Marla,Lower Portion 
625,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-national-police-foundation-1-kanal-lower-portion-for-rent-576707,3,4,1,National Police Foundation Islamabad,March 4 2022,75000,National Police Foundation ,1 Kanal Lower Portion , Rent,1,Kanal Lower Portion ,Kanal,Lower Portion 
626,700 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-greens-700-sqft-apartment-for-rent-461027,1,1,1,Gulberg Greens Islamabad,March 4 2022,25000,Gulberg Greens ,700 Sqft Apartment , Rent,700,Sqft Apartment ,Sqft,Apartment 
627,8 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-margalla-town-8-marla-lower-portion-for-rent-430019,2,3,1,Margalla Town Islamabad,March 4 2022,40000,Margalla Town ,8 Marla Lower Portion , Rent,8,Marla Lower Portion ,Marla,Lower Portion 
628,1550 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-1550-sqft-apartment-for-rent-576771,3,3,1,Gulberg Islamabad,March 4 2022,65000,Gulberg ,1550 Sqft Apartment , Rent,1550,Sqft Apartment ,Sqft,Apartment 
629,1 Kanal House for Rent,https://www.graana.com/property/islamabad-g-10-3-1-kanal-house-for-rent-586181,4,4,3,G-10/3 Islamabad,March 17 2022,200000,G-10/3 ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
630,800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-2-800-sqft-apartment-for-rent-585213,2,2,1,E-11/2 Islamabad,March 16 2022,90000,E-11/2 ,800 Sqft Apartment , Rent,800,Sqft Apartment ,Sqft,Apartment 
631,1100 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-1100-sqft-apartment-for-rent-576767,2,2,1,Gulberg Islamabad,March 4 2022,45000,Gulberg ,1100 Sqft Apartment , Rent,1100,Sqft Apartment ,Sqft,Apartment 
632,10 Marla Basement for rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-basement-for-rent-476668,2,2,1,G-13/3 Islamabad,March 4 2022,55000,G-13/3 ,10 Marla Basement , rent,10,Marla Basement ,Marla,Basement 
633,765 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-765-sqft-apartment-for-rent-576763,1,1,0,Gulberg Islamabad,March 4 2022,30000,Gulberg ,765 Sqft Apartment , Rent,765,Sqft Apartment ,Sqft,Apartment 
634,10 Marla Basement for rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-basement-for-rent-477611,3,3,1,G-13/3 Islamabad,March 4 2022,55000,G-13/3 ,10 Marla Basement , rent,10,Marla Basement ,Marla,Basement 
635,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-lower-portion-for-rent-478233,3,3,1,G-13 Islamabad,March 4 2022,70000,G-13 ,10 Marla Lower Portion , Rent,10,Marla Lower Portion ,Marla,Lower Portion 
636,2 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-2-2-kanal-house-for-rent-462734,6,7,2,F-8/2 Islamabad,March 4 2022,400000,F-8/2 ,2 Kanal House , Rent,2,Kanal House ,Kanal,House 
637,1066 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-1066-sqyd-house-for-rent-465903,13,14,2,F-8 Islamabad,March 4 2022,1500000,F-8 ,1066 Sqyd House , Rent,1066,Sqyd House ,Sqyd,House 
638,1000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-1000-sqyd-house-for-rent-465905,11,12,6,F-8 Islamabad,March 4 2022,850000,F-8 ,1000 Sqyd House , Rent,1000,Sqyd House ,Sqyd,House 
639,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-666-sqyd-house-for-rent-465907,4,5,4,F-8 Islamabad,March 4 2022,400000,F-8 ,666 Sqyd House , Rent,666,Sqyd House ,Sqyd,House 
640,533 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-533-sqyd-house-for-rent-465898,5,5,2,F-8 Islamabad,March 4 2022,600000,F-8 ,533 Sqyd House , Rent,533,Sqyd House ,Sqyd,House 
641,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-1-1-kanal-house-for-rent-425770,5,6,2,F-8/1 Islamabad,March 4 2022,335000,F-8/1 ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
642,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-8-1-1-kanal-lower-portion-for-rent-425771,3,3,2,F-8/1 Islamabad,March 4 2022,210000,F-8/1 ,1 Kanal Lower Portion , Rent,1,Kanal Lower Portion ,Kanal,Lower Portion 
643,666 Sqyd House for rent,https://www.graana.com/property/islamabad-f-8-666-sqyd-house-for-rent-476560,5,5,1,F-8 Islamabad,March 4 2022,450000,F-8 ,666 Sqyd House , rent,666,Sqyd House ,Sqyd,House 
644,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-lower-portion-for-rent-576181,3,3,1,G-13/3 Islamabad,March 4 2022,80000,G-13/3 ,14 Marla Lower Portion , Rent,14,Marla Lower Portion ,Marla,Lower Portion 
645,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-11-3-14-marla-lower-portion-for-rent-576185,3,3,1,G-11/3 Islamabad,March 4 2022,100000,G-11/3 ,14 Marla Lower Portion , Rent,14,Marla Lower Portion ,Marla,Lower Portion 
646,1.5 Kanal House for Rent,https://www.graana.com/property/islamabad-f-11-4-1.5-kanal-house-for-rent-576980,6,6,3,F-11/4 Islamabad,March 4 2022,400000,F-11/4 ,1.5 Kanal House , Rent,1.5,Kanal House ,Kanal,House 
647,1000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-1000-sqyd-house-for-rent-576424,5,6,8,F-7 Islamabad,March 4 2022,600000,F-7 ,1000 Sqyd House , Rent,1000,Sqyd House ,Sqyd,House 
648,1250 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1250-sqft-apartment-for-rent-576455,2,2,1,E-11 Islamabad,March 4 2022,85000,E-11 ,1250 Sqft Apartment , Rent,1250,Sqft Apartment ,Sqft,Apartment 
649,1 Kanal House for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-house-for-rent-576483,5,5,2,E-11 Islamabad,March 4 2022,300000,E-11 ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
650,3 Kanal House for Rent,https://www.graana.com/property/islamabad-bani-gala-3-kanal-house-for-rent-576688,5,5,2,Bani Gala Islamabad,March 4 2022,250000,Bani Gala ,3 Kanal House , Rent,3,Kanal House ,Kanal,House 
651,1000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-1000-sqyd-house-for-rent-576436,4,4,7,F-8 Islamabad,March 4 2022,500000,F-8 ,1000 Sqyd House , Rent,1000,Sqyd House ,Sqyd,House 
652,1000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-1000-sqyd-house-for-rent-576432,4,4,5,F-8 Islamabad,March 4 2022,400000,F-8 ,1000 Sqyd House , Rent,1000,Sqyd House ,Sqyd,House 
653,1000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-1000-sqyd-house-for-rent-576426,5,6,6,F-6 Islamabad,March 4 2022,600000,F-6 ,1000 Sqyd House , Rent,1000,Sqyd House ,Sqyd,House 
654,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-500-sqyd-house-for-rent-576425,5,6,4,F-6 Islamabad,March 4 2022,600000,F-6 ,500 Sqyd House , Rent,500,Sqyd House ,Sqyd,House 
655,2000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-2000-sqyd-house-for-rent-576422,7,0,0,F-6 Islamabad,March 4 2022,700000,F-6 ,2000 Sqyd House , Rent,2000,Sqyd House ,Sqyd,House 
656,2500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-2500-sqyd-house-for-rent-576421,8,10,4,F-6 Islamabad,March 4 2022,3000000,F-6 ,2500 Sqyd House , Rent,2500,Sqyd House ,Sqyd,House 
657,675 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bhara-kahu-675-sqft-apartment-for-rent-575819,2,2,0,Bhara Kahu Islamabad,March 4 2022,16000,Bhara Kahu ,675 Sqft Apartment , Rent,675,Sqft Apartment ,Sqft,Apartment 
658,2 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-2-kanal-house-for-rent-572191,4,4,6,F-8 Islamabad,March 4 2022,600000,F-8 ,2 Kanal House , Rent,2,Kanal House ,Kanal,House 
659,950 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-4-950-sqft-apartment-for-rent-585212,3,3,1,E-11/4 Islamabad,March 16 2022,85000,E-11/4 ,950 Sqft Apartment , Rent,950,Sqft Apartment ,Sqft,Apartment 
660,950 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-2-950-sqft-apartment-for-rent-585204,3,3,1,E-11/2 Islamabad,March 16 2022,80000,E-11/2 ,950 Sqft Apartment , Rent,950,Sqft Apartment ,Sqft,Apartment 
661,5 Marla House for Rent,https://www.graana.com/property/islamabad-jhang-bahtar-road-5-marla-house-for-rent-560159,3,3,1,Jhang Bahtar Road Islamabad,March 3 2022,28000,Jhang Bahtar Road ,5 Marla House , Rent,5,Marla House ,Marla,House 
